brand,market,category,line,line_code,item,sku,composition,angle,alpha,score,dropbox_path
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Mango Madness","CA109","packaging-only","front","y","3.0","Renders/Disposables/NM/NM 1G Melted Diamonds 2026/NM_1G_MD_Disposable_FrontSolo_MangoMadness.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Mango Madness","CA109","multi-pack","multiple","y","3.0","Renders/Master Case Group Shots/MasterLayout_Cartridges_MeltedDiamonds_V1.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Mango Madness","CA109","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/MI/MI_Melted Diamond/MI_1G_MeltedDiamond_All in One_Sept2024/Disposables_MeltedDiamonds_MangoMadness_V2.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Orange Tangie","CA110","device-with-packaging","three-quarter","y","6.5","Renders/Disposables/CA/CA_MeltedDiamonds/CA_1G_MeltedDiamonds_TechDesign_June2025/CA_1G_MeltedDiamonds_Disposables_45_OrangeTangie.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Orange Tangie","CA110","device-with-packaging","three-quarter","y","6.5","Renders/Disposables/CA/CA_MeltedDiamonds/CA_1G_MeltedDiamonds_TechDesign_June2025/CA_1G_MeltedDiamonds_Disposables_Front_OrangeTangie.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Orange Tangie","CA110","packaging-only","front","y","6.5","Renders/Disposables/CA/CA_MeltedDiamonds/CA_1G_MeltedDiamonds_TechDesign_June2025/CA_1G_MeltedDiamonds_Disposables_Front_Solo_OrangeTangie.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Orange Tangie","CA110","lineup","multiple","y","6.5","Renders/Disposables/CA/CA_MeltedDiamonds/CA_1G_MeltedDiamonds_TechDesign_June2025/Group Shot/00_CA_1G_MeltedDiamonds_Disposables_GroupShot.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Orange Tangie","CA110","packaging-only","three-quarter","y","6.5","Renders/Disposables/CA/CA_MeltedDiamonds/CA_1G_MeltedDiamonds_TechDesign_June2025/CA_1G_MeltedDiamonds_Disposables_45_Solo_OrangeTangie.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Orange Tangie","CA110","packaging-only","three-quarter","y","3.0","Renders/Disposables/MI/MI_Melted Diamond/MI_1G_Melted_Diamond_TechDesign_June2025/MI_1G_MeltedDiamonds_Disposables_45_Solo_OrangeTangie.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Orange Tangie","CA110","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/MI/MI_Melted Diamond/MI_1G_Melted_Diamond_TechDesign_June2025/MI_1G_MeltedDiamonds_Disposables_Front_OrangeTangie.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Orange Tangie","CA110","multi-pack","three-quarter","y","3.0","Renders/Accessories/Product Displays/Disposable Product Display with Cards.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Orange Tangie","CA110","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/NY/WRONG - NY 1G MD Disposables 2026/NY_1G_MD_Disposable_Front_OrangeTangie.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Orange Tangie","CA110","device-only","three-quarter","y","3.0","Renders/Disposables/NY/NY 1G Gen 3 Melted Diamond AIO/NY_1G_MD_Disposable_Front_Solo_OrangeTangie0001.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Orange Tangie","CA110","packaging-only","three-quarter","y","3.0","Renders/Disposables/NY/NY 1G Gen 3 Melted Diamond AIO/NY_1G_MD_Disposable_45_Solo_OrangeTangie0001.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Orange Tangie","CA110","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/NM/NM 1G Melted Diamonds 2026/NM_1G_MD_Disposable_45_OrangeTangie.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Orange Tangie","CA110","packaging-only","three-quarter","y","3.0","Renders/Disposables/NM/NM 1G Melted Diamonds 2026/NM_1G_MD_Disposable_45Solo_OrangeTangie.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Orange Tangie","CA110","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/MI/MI_Melted Diamond/MI_1G_Melted_Diamond_TechDesign_June2025/MI_1G_MeltedDiamonds_Disposables_45_OrangeTangie.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Orange Tangie","CA110","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/NY/NY 1G Gen 3 Melted Diamond AIO/NY_1G_MD_Disposable_45_OrangeTangie0001.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Orange Tangie","CA110","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/NY/NY 1G Gen 3 Melted Diamond AIO/NY_1G_MD_Disposable_Front_OrangeTangie0001.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Orange Tangie","CA110","packaging-only","front","y","3.0","Renders/Disposables/NY/WRONG - NY 1G MD Disposables 2026/NY_1G_MD_Disposable_Front_Solo_OrangeTangie.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Orange Tangie","CA110","packaging-only","front","y","3.0","Renders/Disposables/MI/MI_Melted Diamond/MI_1G_Melted_Diamond_TechDesign_June2025/MI_1G_MeltedDiamonds_Disposables_Front_Solo_OrangeTangie.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Orange Tangie","CA110","device-with-packaging","multiple","y","3.0","Renders/Disposables/MI/MI_Melted Diamond/MI_1G_Melted_Diamond_TechDesign_June2025/Group Shots/00_MI_1G_MeltedDiamonds_Disposables_GroupShot_Spread.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Orange Tangie","CA110","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/NY/WRONG - NY 1G MD Disposables 2026/NY_1G_MD_Disposable_45_OrangeTangie.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Orange Tangie","CA110","packaging-only","three-quarter","y","3.0","Renders/Disposables/NY/WRONG - NY 1G MD Disposables 2026/NY_1G_MD_Disposable_45_Solo_OrangeTangie.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Orange Tangie","CA110","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/NY/NY Gen 3 1G MD AIO - Under 5MB/NY_1G_MD_Disposable_45_OrangeTangie0001.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Orange Tangie","CA110","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/NY/NY Gen 3 1G MD AIO - Under 5MB/NY_1G_MD_Disposable_Front_OrangeTangie0001.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Orange Tangie","CA110","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/NM/NM 1G Melted Diamonds 2026/NM_1G_MD_Disposable_Front_OrangeTangie.png"
"Muha Meds","CA","disposables","1G Melted Diamond Disposables","CA029","Orange Tangie","CA110","packaging-only","front","y","3.0","Renders/Disposables/NM/NM 1G Melted Diamonds 2026/NM_1G_MD_Disposable_FrontSolo_OrangeTangie.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Slurpicane","","device-with-packaging","three-quarter","y","6.5","Renders/Disposables/CA/CA_Hash Rosin/v2/CA_05G_HashRosin_Dispos_Front_SLURPICANE_Front0019.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Slurpicane","","device-with-packaging","three-quarter","y","6.5","Renders/Disposables/CA/CA_Hash Rosin/v2/CA_05G_HashRosin_Dispos_45_SLURPICANE_45_0019.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Slurpicane","","packaging-only","three-quarter","y","6.5","Renders/Disposables/CA/CA_Hash Rosin/v2/CA_05G_HashRosin_Dispos_45_Solo_SLURPICANE_45_Solo0019.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Slurpicane","","label-flat","front","y","6.5","Renders/Disposables/CA/CA_Hash Rosin/v2/CA_05G_HashRosin_Dispos_Front_Solo_SLURPICANE_Front_Solo0019.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Sour Diesel","","packaging-only","three-quarter","y","6.5","Renders/Disposables/CA/CA_Hash Rosin/v2/CA_05G_HashRosin_Dispos_45_Solo_SOUR_DIESEL_45_Solo0019.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Sour Diesel","","label-flat","n/a","y","6.5","Renders/Disposables/CA/CA_Hash Rosin/v2/CA_05G_HashRosin_Dispos_Front_Solo_SOUR_DIESEL_Front_Solo0019.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Sour Diesel","","device-with-packaging","three-quarter","y","6.5","Renders/Disposables/CA/CA_Hash Rosin/v2/CA_05G_HashRosin_Dispos_Front_SOUR_DIESEL_Front0019.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Sour Diesel","","device-with-packaging","three-quarter","y","6.5","Renders/Disposables/CA/CA_Hash Rosin/v2/CA_05G_HashRosin_Dispos_45_SOUR_DIESEL_45_0019.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Sour Diesel","","device-with-packaging","three-quarter","y","5.0","Renders/Disposables/CA/CA_2G_Blend_Dispos/CA_2G_Blend_Dispos_SuperSourDiesel_ThreeQuarters.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Sour Diesel","","device-with-packaging","three-quarter","y","5.0","Renders/Disposables/CA/CA_Live Resin/CA_1G_LiveResin_All in One_Sept2024/CA_Dispo_AllinOne_LR_SourDiesel_V1.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Sour Diesel","","device-with-packaging","three-quarter","y","5.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Color Device/Disposables_Distillate_SuperSourDiesel_45_V1.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Sour Diesel","","device-with-packaging","three-quarter","y","5.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Grey Device/Disposables_Distillate_SuperSourDiesel_V1.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Sour Diesel","","device-with-packaging","three-quarter","y","5.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Grey Device/Disposables_Distillate_SuperSourDiesel_45_V1.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Sour Diesel","","device-with-packaging","three-quarter","y","5.0","Renders/CA catalog resized/1G LR Dispo/CA_Dispo_AllinOne_LR_SourDiesel_V1.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Sour Diesel","","device-with-packaging","three-quarter","y","5.0","Renders/Disposables/CA/CA_Live Resin/CA_1G_LiveResin_All in One_Sept2024/CA_Dispo_AllinOne_LR_SourDiesel_45_V1.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Sour Diesel","","device-with-packaging","three-quarter","y","5.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Black and Gold Device/CA_Disposables_Distillate_SuperSourDiesel_Front_V2.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Sour Diesel","","device-with-packaging","three-quarter","y","5.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Black and Gold Device/CA_Disposables_Distillate_SuperSourDiesel_45_V2.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Sour Diesel","","device-with-packaging","three-quarter","y","5.0","Renders/Disposables/CA/CA_2G_Blend_Dispos/CA_2G_Blend_Dispos_SuperSourDiesel_Front.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Sour Diesel","","device-with-packaging","three-quarter","y","5.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Color Device/Disposables_Distillate_SuperSourDiesel_V1.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Sour Diesel","","lineup","multiple","y","4.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_TechDesign_June2025/Group Shot/00_CA_1G_Distillate_Disposables_GroupShot.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Sour Diesel","","lineup","three-quarter","y","4.0","Renders/Website Images/Disposable/Live Resin/6405066380616dbecb0b06f6_Disp-LR-1080-SourDiesel-p-1080.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Sour Diesel","","lineup","multiple","y","4.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_TechDesign_June2025/Group Shot/00_CA_1G_Distillate_Disposables_GroupShot_Spread.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Sour Diesel","","multi-pack","three-quarter","y","4.0","Renders/Master Case Group Shots/MasterLayout_Disposables_LiveResin_V1.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Sour Diesel","","n/a","n/a","y","3.0","Renders/Ai Resources/1G AIO Distillate Dispo Flavor Badges/Flavor_05_COLOR.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Sour Diesel","","in-scene","three-quarter","y","3.0","Renders/Accessories/Product Displays/AllInOne_Single_Distillate_Front.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Sour Diesel","","multi-pack","three-quarter","y","3.0","Renders/Accessories/Product Displays/Disposable Product Display with Cards.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Sour Diesel","","multi-pack","three-quarter","y","3.0","Renders/Accessories/Product Displays/Disposable Product Display with Cards_Front.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Sour Diesel","","multi-pack","multiple","y","3.0","Renders/Master Case Group Shots/MasterLayout_Disposables_Distillate_2G_V1.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Iced Sangria","","device-with-packaging","three-quarter","y","6.5","Renders/Disposables/CA/CA_Hash Rosin/v2/CA_05G_HashRosin_Dispos_Front_ICED_SANGRIA_Front0019.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Iced Sangria","","device-with-packaging","three-quarter","y","6.5","Renders/Disposables/CA/CA_Hash Rosin/v2/CA_05G_HashRosin_Dispos_45_ICED_SANGRIA_45_0019.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Iced Sangria","","device-with-packaging","three-quarter","y","6.5","Renders/Disposables/CA/CA_Hash Rosin/v2/CA_05G_HashRosin_Dispos_45_Solo_ICED_SANGRIA_45_Solo0019.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Iced Sangria","","label-flat","front","y","6.5","Renders/Disposables/CA/CA_Hash Rosin/v2/CA_05G_HashRosin_Dispos_Front_Solo_ICED_SANGRIA_Front_Solo0019.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Galactic Guava","","device-with-packaging","three-quarter","y","6.5","Renders/Disposables/CA/CA_Hash Rosin/v2/CA_05G_HashRosin_Dispos_45_GALACTIC_GUAVA_45_0019.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Galactic Guava","","device-with-packaging","three-quarter","y","6.5","Renders/Disposables/CA/CA_Hash Rosin/v2/CA_05G_HashRosin_Dispos_Front_GALACTIC_GUAVA_Front0019.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Galactic Guava","","label-flat","front","y","6.5","Renders/Disposables/CA/CA_Hash Rosin/v2/CA_05G_HashRosin_Dispos_Front_Solo_GALACTIC_GUAVA_Front_Solo0019.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Galactic Guava","","packaging-only","three-quarter","y","6.5","Renders/Disposables/CA/CA_Hash Rosin/v2/CA_05G_HashRosin_Dispos_45_Solo_GALACTIC_GUAVA_45_Solo0019.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Super Fatso","","packaging-only","three-quarter","y","6.5","Renders/Disposables/CA/CA_Hash Rosin/v2/CA_05G_HashRosin_Dispos_45_Solo_SUPER_FATSO_45_Solo0019.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Super Fatso","","device-with-packaging","three-quarter","y","6.5","Renders/Disposables/CA/CA_Hash Rosin/v2/CA_05G_HashRosin_Dispos_45_SUPER_FATSO_45_0019.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Super Fatso","","device-with-packaging","three-quarter","y","6.5","Renders/Disposables/CA/CA_Hash Rosin/v2/CA_05G_HashRosin_Dispos_Front_SUPER_FATSO_Front0019.png"
"Muha Meds","CA","disposables","0.5G Hash Rosin Disposables","CA030","Super Fatso","","packaging-only","front","y","6.5","Renders/Disposables/CA/CA_Hash Rosin/v2/CA_05G_HashRosin_Dispos_Front_Solo_SUPER_FATSO_Front_Solo0019.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Strawberry Kiwi Kush","CA076","packaging-only","three-quarter","y","6.5","Renders/Cartridges/Distillate/CA/CA_1G_Distillate_Carts_TechDesign_June 2025/CA_Carts_1G_StrawberryKiwiKrush_45_Solo.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Strawberry Kiwi Kush","CA076","device-with-packaging","three-quarter","y","6.5","Renders/Cartridges/Distillate/CA/CA_1G_Distillate_Carts_TechDesign_June 2025/CA_Carts_1G_StrawberryKiwiKrush_45.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Strawberry Kiwi Kush","CA076","device-with-packaging","three-quarter","y","6.5","Renders/Cartridges/Distillate/CA/CA_1G_Distillate_Carts_TechDesign_June 2025/CA_Carts_1G_StrawberryKiwiKrush_Front.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Strawberry Kiwi Kush","CA076","packaging-only","front","y","6.5","Renders/Cartridges/Distillate/CA/CA_1G_Distillate_Carts_TechDesign_June 2025/CA_Carts_1G_StrawberryKiwiKrush_Front_Solo.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Strawberry Kiwi Kush","CA076","lineup","multiple","y","6.5","Renders/Cartridges/Distillate/CA/CA_1G_Distillate_Carts_TechDesign_June 2025/GroupShot/CA_Carts_1G_GroupShot.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Strawberry Kiwi Kush","CA076","packaging-only","front","y","3.0","Renders/Cartridges/Distillate/MI/MI_1G_Distillate_Carts_Tech June 2025/MI_Carts_1G_StrawberryKiwiKrush_Front_Solo.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Strawberry Kiwi Kush","CA076","device-with-packaging","three-quarter","y","3.0","Renders/Cartridges/Distillate/MO/MO_1G_Distillate_Carts NOV 2025/MO_Carts_1G_StrawberryKiwiKush_Front.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Strawberry Kiwi Kush","CA076","packaging-only","front","y","3.0","Renders/Cartridges/Distillate/MO/MO_1G_Distillate_Carts NOV 2025/MO_Carts_1G_StrawberryKiwiKush_Front_Solo.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Strawberry Kiwi Kush","CA076","device-with-packaging","three-quarter","y","3.0","Renders/Cartridges/Distillate/MO/MO_1G_Distillate_Carts NOV 2025/MO_Carts_1G_StrawberryKiwiKush_45.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Strawberry Kiwi Kush","CA076","packaging-only","three-quarter","y","3.0","Renders/Cartridges/Distillate/MO/MO_1G_Distillate_Carts NOV 2025/MO_Carts_1G_StrawberryKiwiKush_45_Solo.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Strawberry Kiwi Kush","CA076","packaging-only","three-quarter","y","3.0","Renders/Cartridges/Distillate/MI/MI_1G_Distillate_Carts_Tech June 2025/MI_Carts_1G_StrawberryKiwiKrush_45_Solo.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Strawberry Kiwi Kush","CA076","device-with-packaging","three-quarter","y","3.0","Renders/Cartridges/Distillate/MI/MI_1G_Distillate_Carts_Tech June 2025/MI_Carts_1G_StrawberryKiwiKrush_Front.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Strawberry Kiwi Kush","CA076","device-with-packaging","three-quarter","y","3.0","Renders/Cartridges/Distillate/MI/MI_1G_Distillate_Carts_Tech June 2025/MI_Carts_1G_StrawberryKiwiKrush_45.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Bubblegum Burst","CA077","packaging-only","front","y","6.5","Renders/Cartridges/Distillate/CA/CA_1G_Distillate_Carts_TechDesign_June 2025/CA_Carts_1G_BubblegumBurst_Front_Solo.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Bubblegum Burst","CA077","packaging-only","three-quarter","y","6.5","Renders/Cartridges/Distillate/CA/CA_1G_Distillate_Carts_TechDesign_June 2025/CA_Carts_1G_BubblegumBurst_45_Solo.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Bubblegum Burst","CA077","device-with-packaging","three-quarter","y","6.5","Renders/Cartridges/Distillate/CA/CA_1G_Distillate_Carts_TechDesign_June 2025/CA_Carts_1G_BubblegumBurst_45.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Bubblegum Burst","CA077","device-with-packaging","three-quarter","y","6.5","Renders/Cartridges/Distillate/CA/CA_1G_Distillate_Carts_TechDesign_June 2025/CA_Carts_1G_BubblegumBurst_Front.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Bubblegum Burst","CA077","device-with-packaging","three-quarter","y","5.5","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_All in One_Sept2024/CA_Dispo_Distillate_BubbleGum_Front_V1.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Bubblegum Burst","CA077","device-with-packaging","three-quarter","y","5.5","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_TechDesign_June2025/CA_1G_Distillate_Disposables_Front_BubblegumBurst.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Bubblegum Burst","CA077","packaging-only","front","y","5.5","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_TechDesign_June2025/CA_1G_Distillate_Disposables_Front_Solo_BubblegumBurst.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Bubblegum Burst","CA077","device-with-packaging","three-quarter","y","5.5","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_All in One_Sept2024/oldVersion/CA_Dispo_Distillate_BubbleGum_45_V1.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Bubblegum Burst","CA077","device-with-packaging","three-quarter","y","5.5","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_All in One_Sept2024/oldVersion/CA_Dispo_Distillate_BubbleGum_Front_V1.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Bubblegum Burst","CA077","device-with-packaging","three-quarter","y","5.5","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_All in One_Sept2024/CA_Dispo_Distillate_BubbleGum_45_V1.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Bubblegum Burst","CA077","packaging-only","three-quarter","y","5.5","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_TechDesign_June2025/CA_1G_Distillate_Disposables_45_Solo_BubblegumBurst.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Bubblegum Burst","CA077","device-with-packaging","three-quarter","y","5.5","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_TechDesign_June2025/CA_1G_Distillate_Disposables_45_BubblegumBurst.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Bubblegum Burst","CA077","n/a","n/a","y","4.5","Renders/Ai Resources/1G AIO Distillate Dispo Flavor Badges/Flavor_03_COLOR.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Bubblegum Burst","CA077","device-with-packaging","multiple","y","4.5","Renders/CA catalog resized/1G Distillate Dispo/CA_Dispo_Distillate_BubbleGum_Front_V1.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Bubblegum Burst","CA077","device-with-packaging","multiple","y","3.0","Renders/Cartridges/Distillate/MI/MI_1G_Distillate_Carts_Tech June 2025/MI_Carts_1G_BubblegumBurst_Front.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Bubblegum Burst","CA077","packaging-only","front","y","3.0","Renders/Cartridges/Distillate/MI/MI_1G_Distillate_Carts_Tech June 2025/MI_Carts_1G_BubblegumBurst_Front_Solo.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Bubblegum Burst","CA077","packaging-only","three-quarter","y","3.0","Renders/Cartridges/Distillate/MI/MI_1G_Distillate_Carts_Tech June 2025/MI_Carts_1G_BubblegumBurst_45_Solo.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Bubblegum Burst","CA077","device-with-packaging","three-quarter","y","3.0","Renders/Cartridges/Distillate/MI/MI_1G_Distillate_Carts_Tech June 2025/MI_Carts_1G_BubblegumBurst_45.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Bubblegum Burst","CA077","device-with-packaging","three-quarter","y","3.0","Renders/Cartridges/Distillate/MI/MI_1G_Distillate_Carts_Tech June 2025/MI_2G_Distillate_Carts/MI_Distillate_2gram_Bubble_Gum_Burst_Front.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Bubblegum Burst","CA077","device-with-packaging","three-quarter","y","3.0","Renders/Cartridges/Distillate/MI/MI_1G_Distillate_Carts_Tech June 2025/MI_2G_Distillate_Carts/MI_Distillate_2gram_Bubble_Gum_Burst_Three_Quarters.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Cherry Grapefruit","CA078","packaging-only","three-quarter","y","6.5","Renders/Cartridges/Distillate/CA/CA_1G_Distillate_Carts_TechDesign_June 2025/CA_Carts_1G_CherryGrapefruit_45_Solo.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Cherry Grapefruit","CA078","device-with-packaging","three-quarter","y","6.5","Renders/Cartridges/Distillate/CA/CA_1G_Distillate_Carts_TechDesign_June 2025/CA_Carts_1G_CherryGrapefruit_Front.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Cherry Grapefruit","CA078","device-with-packaging","three-quarter","y","6.5","Renders/Cartridges/Distillate/CA/CA_1G_Distillate_Carts_TechDesign_June 2025/CA_Carts_1G_CherryGrapefruit_45.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Cherry Grapefruit","CA078","packaging-only","front","y","6.5","Renders/Cartridges/Distillate/CA/CA_1G_Distillate_Carts_TechDesign_June 2025/CA_Carts_1G_CherryGrapefruit_Front_Solo.png"
"Muha Meds","CA","cartridges","1G Distillate Carts","CA031","Cherry Grapefruit","CA078","device-with-packaging","three-quarter","y","6.5","Renders/Cartridges/Distillate/CA/CA_1G_Distillate (1)/CA_Distillate_1gram_Cherry_Grapefruit_Three_quarters.png"
